# Heading SCF_Value
0.000000	1.131666
1.000000	1.223631
2.000000	1.178480
3.000000	1.160746
4.000000	1.094051
5.000000	1.094045
6.000000	1.062702
7.000000	1.200678
8.000000	1.161059
9.000000	1.175132
10.000000	1.036926
11.000000	1.232762
12.000000	1.194276
13.000000	1.105833
14.000000	1.099750
15.000000	1.100080
16.000000	1.121414
17.000000	1.151384
18.000000	1.139433
19.000000	1.119390
20.000000	1.162431
21.000000	1.090054
22.000000	1.119534
23.000000	1.130522
24.000000	1.142592
25.000000	1.186400
26.000000	1.103382
27.000000	1.150050
28.000000	1.159952
29.000000	1.056630
30.000000	1.161880
31.000000	1.097326
32.000000	1.065905
33.000000	1.222910
34.000000	1.230409
35.000000	1.190144
36.000000	1.121471
37.000000	1.078161
38.000000	1.171889
39.000000	1.140513
40.000000	1.085452
41.000000	1.147624
42.000000	1.048936
43.000000	1.210520
44.000000	1.114114
45.000000	1.169001
46.000000	1.122555
47.000000	1.150790
48.000000	1.154163
49.000000	1.100382
50.000000	1.232574
51.000000	1.184843
52.000000	1.219480
53.000000	1.206933
54.000000	1.160650
55.000000	1.213951
56.000000	1.075067
57.000000	1.102649
58.000000	1.055926
59.000000	1.124600
60.000000	1.133618
61.000000	1.116200
62.000000	1.193619
63.000000	1.129164
64.000000	1.117754
65.000000	1.153655
66.000000	1.090412
67.000000	1.189123
68.000000	1.069876
69.000000	1.246035
70.000000	1.184401
71.000000	1.103193
72.000000	1.011455
73.000000	1.191327
74.000000	1.174964
75.000000	1.178056
76.000000	1.184252
77.000000	1.069674
78.000000	1.129407
79.000000	1.083713
80.000000	1.200059
81.000000	1.163899
82.000000	1.125424
83.000000	1.065241
84.000000	1.122444
85.000000	1.124578
86.000000	1.178141
87.000000	1.165739
88.000000	1.205175
89.000000	1.144681
90.000000	1.084771
91.000000	1.175847
92.000000	1.182672
93.000000	1.156005
94.000000	1.184206
95.000000	1.147448
96.000000	1.151128
97.000000	1.138851
98.000000	1.041702
99.000000	1.081363
100.000000	1.046732
101.000000	1.165591
102.000000	1.122956
103.000000	1.149330
104.000000	1.210067
105.000000	1.112501
106.000000	1.136563
107.000000	1.181895
108.000000	1.108885
109.000000	1.070830
110.000000	1.119157
111.000000	1.095249
112.000000	1.216285
113.000000	1.190098
114.000000	1.165202
115.000000	1.201765
116.000000	1.189364
117.000000	1.100737
118.000000	1.206401
119.000000	1.153231
120.000000	1.189985
121.000000	1.207232
122.000000	1.123505
123.000000	1.082012
124.000000	1.108728
125.000000	1.138793
126.000000	1.191761
127.000000	1.199586
128.000000	1.015430
129.000000	1.149607
130.000000	1.137504
131.000000	1.107662
132.000000	1.084847
133.000000	1.126408
134.000000	1.220679
135.000000	1.124284
136.000000	1.150628
137.000000	1.174437
138.000000	1.130137
139.000000	1.233874
140.000000	1.228799
141.000000	1.112928
142.000000	1.147889
143.000000	1.120895
144.000000	1.118379
145.000000	1.050685
146.000000	1.162138
147.000000	1.148581
148.000000	1.059383
149.000000	1.117386
150.000000	1.210247
151.000000	1.110807
152.000000	1.091395
153.000000	1.146893
154.000000	1.244699
155.000000	1.111245
156.000000	1.170273
157.000000	1.182797
158.000000	1.110467
159.000000	1.177944
160.000000	1.130722
161.000000	1.165060
162.000000	1.165218
163.000000	1.152780
164.000000	1.075691
165.000000	1.194789
166.000000	1.123922
167.000000	1.100727
168.000000	1.053231
169.000000	1.159758
170.000000	1.170996
171.000000	1.032255
172.000000	1.149778
173.000000	1.108466
174.000000	1.166729
175.000000	1.098162
176.000000	1.172793
177.000000	1.133352
178.000000	1.218543
179.000000	1.089555
180.000000	1.126911
181.000000	1.083020
182.000000	1.214772
183.000000	1.203005
184.000000	1.113973
185.000000	1.168667
186.000000	1.191626
187.000000	1.155236
188.000000	1.152004
189.000000	1.111210
190.000000	1.076649
191.000000	1.207500
192.000000	1.208276
193.000000	1.165163
194.000000	1.126614
195.000000	1.128086
196.000000	1.177625
197.000000	1.207475
198.000000	1.205147
199.000000	1.185574
200.000000	1.166320
201.000000	1.073516
202.000000	1.095341
203.000000	1.207822
204.000000	1.161737
205.000000	1.020518
206.000000	1.079379
207.000000	1.169130
208.000000	1.010000
209.000000	1.095154
210.000000	1.154419
211.000000	1.172922
212.000000	1.167614
213.000000	1.108059
214.000000	1.175699
215.000000	1.110399
216.000000	1.124610
217.000000	1.180566
218.000000	1.167310
219.000000	1.197357
220.000000	1.168355
221.000000	1.156895
222.000000	1.076841
223.000000	1.130712
224.000000	1.115187
225.000000	1.111583
226.000000	1.234635
227.000000	1.134223
228.000000	1.206282
229.000000	1.164909
230.000000	1.187928
231.000000	1.148575
232.000000	1.157983
233.000000	1.147285
234.000000	1.102501
235.000000	1.177132
236.000000	1.117728
237.000000	1.040680
238.000000	1.166768
239.000000	1.098751
240.000000	1.219813
241.000000	1.224946
242.000000	1.211993
243.000000	1.131054
244.000000	1.030772
245.000000	1.215861
246.000000	1.138936
247.000000	1.230950
248.000000	1.229379
249.000000	1.198079
250.000000	1.119895
251.000000	1.133127
252.000000	1.197721
